Name,Rank,Price,Symbol
Bitcoin,1,2518.44165039,BTC
Ethereum,2,242.137298584,ETH
XRP,3,0.233415961266,XRP
Litecoin,4,49.5805358887,LTC
Ethereum Classic,5,16.2582321167,ETC
Dash,6,195.635955811,DASH
NEM,7,0.152992501855,XEM
IOTA,8,0.302888631821,MIOTA
Monero,9,44.8497238159,XMR
EOS,10,2.29223012924,EOS
BitShares,11,0.169800400734,BTS
Stratis,12,4.279774189,STRAT
Zcash,13,241.43157959,ZEC
BitConnect,14,58.9589157104,BCC
Waves,15,3.74990820885,WAVES
Steem,16,1.52519881725,STEEM
NEO,17,6.89521837234,NEO
Veritaseum,18,161.679794312,VERI
Gnosis,19,276.746429443,GNO
Bytecoin,20,0.00155599275604,BCN
Golem,21,0.341728150845,GNT
Siacoin,22,0.00978243164718,SC
Iconomi,23,3.08290672302,ICN
Dogecoin,24,0.00233016349375,DOGE
Augur,25,22.2788047791,REP
Byteball Bytes,26,648.581970215,GBYTE
Lisk,27,2.07046103477,LSK
Tether,28,1.00991690159,USDT
Stellar,29,0.0194988697767,XLM
MaidSafeCoin,30,0.417878687382,MAID
Factom,31,20.8427562714,FCT
Decred,32,33.1100311279,DCR
GameCredits,33,2.34030294418,GAME
Status,34,0.0402340106666,SNT
Komodo,35,1.35676455498,KMD
Ardor,36,0.135759562254,ARDR
MCAP,37,4.20418119431,MCAP
DigiByte,38,0.0146844508126,DGB
PIVX,39,2.25338935852,PIVX
DigixDAO,40,58.7982635498,DGD
Basic Attention Token,41,0.106765538454,BAT
Nxt,42,0.102973587811,NXT
TenX,43,0.901177465916,PAY
FirstBlood,44,1.0726184845,1ST
SingularDTV,45,0.150953814387,SNGLS
Bancor,46,2.41078782082,BNT
Aragon,47,2.12550759315,ANT
MobileGo,48,1.00316393375,MGO
BitcoinDark,49,53.4334602356,BTCD
DECENT,50,1.29536378384,DCT
Syscoin,51,0.123059011996,SYS
Edgeless,52,0.665401995182,EDG
Peercoin,53,2.24296736717,PPC
Ark,54,0.563218593597,ARK
Lykke,55,0.319821894169,LKK
Emercoin,56,1.26744782925,EMC
Ubiq,57,1.33502399921,UBQ
LEOcoin,58,0.567228972912,LEO
Verge,59,0.00365113490261,XVG
FunFair,60,0.0121391322464,FUN
Round,61,0.0541932955384,ROUND
Nexus,62,0.899709880352,NXS
ReddCoin,63,0.00160030077677,RDD
Asch,64,0.548104047775,XAS
Namecoin,65,2.54613852501,NMC
MonaCoin,66,0.700365781784,MONA
Wings,67,0.402015209198,WINGS
Melon,68,59.8074226379,MLN
Metal,69,1.67411339283,MTL
Numeraire,70,28.2925548553,NMR
Soarcoin,71,0.0490368902683,SOAR
Etheroll,72,4.75395393372,DICE
Storjcoin X,73,0.649025440216,SJCX
iExec RLC,74,0.412597298622,RLC
BitBay,75,0.0300060529262,BAY
Peerplays,76,8.1602935791,PPY
LBRY Credits,77,0.436884999275,LBC
Omni,78,49.8133659363,OMNI
Gulden,79,0.0790440142155,NLG
DubaiCoin,80,27.5013046265,DBIX
CloakCoin,81,5.218126297,CLOAK
Xaurum,82,0.204826429486,XAUR
Blocknet,83,6.49897432327,BLOCK
Counterparty,84,9.78969192505,XCP
Zcoin,85,10.044547081,XZC
vSlice,86,0.755775272846,VSL
XEL,87,0.318617910147,XEL
Quantum Resistant Ledger,88,0.480312466621,QRL
E-Dinar Coin,89,0.0277272518724,EDR
Humaniq,90,0.148360475898,HMQ
Skycoin,91,4.1359295845,SKY
BlackCoin,92,0.30386698246,BLK
SaluS,93,23.0369701385,SLS
OBITS,94,1.40802228451,OBITS
HyperSpace,95,0.272254616022,AMP
Storj,96,0.500124514103,STORJ
SIBCoin,97,1.47567415237,SIB
Viacoin,98,0.967602729797,VIA
YbCoin,99,7.20469999313,YBC
PotCoin,100,0.0957648456097,POT
SuperNET,101,24.2603206635,UNITY
Quantum,102,0.240771502256,QAU
Burst,103,0.0109066693112,BURST
Crown,104,1.3045630455,CRW
WeTrust,105,0.201335385442,TRST
DigitalNote,106,0.00265438575298,XDN
Swarm City,107,2.46656632423,SWT
Agoras Tokens,108,0.417607784271,AGRS
Golos,109,0.139346033335,GOLOS
Vertcoin,110,0.465377271175,VTC
adToken,111,0.0283083841205,ADT
I/O Coin,112,1.03771853447,IOC
TokenCard,113,0.716921389103,TKN
Mooncoin,114,7.50938561396e-05,MOON
NavCoin,115,0.270632475615,NAV
Wagerr,116,0.0956198722124,WGR
Cofound.it,117,0.12908552587,CFI
Unity Ingot,118,0.0796000510454,UNY
Energycoin,119,0.131118148565,ENRG
Mysterium,120,0.805691361427,MYST
TaaS,121,1.92025184631,TAAS
Novacoin,122,8.76082324982,NVC
NeosCoin,123,4.55159187317,NEOS
GridCoin,124,0.0392023064196,GRC
EarthCoin,125,0.00163136667106,EAC
Shift,126,1.38846766949,SHIFT
FairCoin,127,0.277817338705,FAIR
Expanse,128,1.93360471725,EXP
Databits,129,0.639863967896,DTB
BCAP,130,1.43915116787,BCAP
Chronobank,131,19.5123729706,TIME
Matchpool,132,0.182742476463,GUP
RevolutionVR,133,0.0649154633284,RVR
Nexium,134,0.203743219376,NXC
Feathercoin,135,0.0795008540154,FTC
Crypto.com,136,1.35529077053,MCO
E-coin,137,4.16919374466,ECN
Radium,138,3.91567111015,RADS
LuckChain,139,0.0183768421412,BASH
ChainCoin,140,0.850249767303,CHC
bitCNY,141,0.147550582886,BITCNY
ION,142,0.807661771774,ION
Bitcoin Plus,143,120.459266663,XBC
Patientory,144,0.16585944593,PTOY
HEAT,145,0.42315647006,HEAT
OKCash,146,0.158802777529,OK
Clams,147,4.50018167496,CLAM
MonetaryUnit,148,0.0888811945915,MUE
Quark,149,0.042816825211,QRK
BitCrystals,150,0.462382346392,BCY
Rubycoin,151,0.426410108805,RBY
VeriCoin,152,0.339983969927,VRC
DNotes,153,0.08027497679,NOTE
Waves Community Token,154,1.98793148994,WCT
Groestlcoin,155,0.145525738597,GRS
Infinitecoin,156,0.000107552514237,IFC
SpreadCoin,157,1.15267348289,SPR
Einsteinium,158,0.0452968887985,EMC2
FoldingCoin,159,0.0188287049532,FLDC
XTRABYTES,160,0.0144411390647,XBY
SounDAC,161,0.00680717173964,XSD
LoMoCoin,162,0.0439260154963,LMC
Pluton,163,10.8753824234,PLU
Pepe Cash,164,0.0129682840779,PEPECASH
WorldCoin,165,0.0789320543408,WDC
MergeCoin,166,0.0955131500959,MGC
Gambit,167,7.60375213623,GAM
Primecoin,168,0.455265134573,XPM
Unobtanium,169,44.758190155,UNO
NoLimitCoin,170,0.0423655249178,NLC2
Bela,171,0.237447798252,BELA
FLO,172,0.0626881495118,FLO
Aeon,173,0.555076777935,AEON
VPNCoin,174,0.0196958072484,VASH
Espers,175,0.00038645384484,ESP
Safe Exchange Coin,176,0.0035808053799,SAFEX
Cryptonite,177,0.0213952660561,XCN
Horizen,178,4.51117420197,ZEN
Creditbit,179,0.600451290607,CRB
Sphere,180,2.24536061287,SPHR
Pascal Coin,181,0.609511315823,PASC
ZrCoin,182,1.36828935146,ZRC
Dimecoin,183,1.25748956634e-05,DIME
SolarCoin,184,0.176005467772,SLR
Musicoin,185,0.026805691421,MUSIC
